date,time,title,name,link,image,content
20241213,"12月13日 金曜 22:00
            -23:30 TBSラジオ",武田砂鉄のプレ金ナイト,不明,https://radiko.jp/share/?t=20241213220000&sid=TBS,https://cdn.minds-r.org/images/origin/s1fh1e2h6j.jpg,週刊誌、文芸誌、ファッション誌など、様々な媒体で連載を持つライターの武田砂鉄が毎週金曜の夜をペンではなくトークで凌駕する90分。ハッシュタグは #プレ金ナイト◆今日はゲストにタブレット純さんが登場！お楽しみに！メール：prekin@tbs.co.jp
20241213,"12月13日 金曜 23:30
            -23:55 TBSラジオ",渚のキャッ火ラジオ,不明,https://radiko.jp/share/?t=20241213233000&sid=TBS,https://cdn.minds-r.org/images/origin/mkm42ttsmq.jpg,吉本興業所属の芸人・ナ酒渚がTBSラジオで初の単独パーソナリティに挑戦！西弁で、あなたを“渚ワールド”にお連れします。ぜひ巻き込まれてください！メール：kyakka@tbs.co.jp
20241213,"12月13日 金曜 23:55
            -0:00 TBSラジオ",ふわっち presents らじおっつ,不明,https://radiko.jp/share/?t=20241213235500&sid=TBS,https://cdn.minds-r.org/images/origin/qbfwnv7l54.jpg,ライブ配信さながらに、若手芸人が自由な雰囲気で話すトーク番組。番組内で2分の“枠”が与えられた芸人が、リスナーに向けてどんな話をするのか?新たな一面を出せる場に?1週間交代で若手芸人がパーソナリティを担当。◆今週の担当は、カカロニです。ライブ配信サービス「ふわっち」と連動したコーナーも企画しています、お楽しみに!
20241213,"12月14日 土曜 0:00
            -1:00 TBSラジオ",マイナビ Laughter Night,不明,https://radiko.jp/share/?t=20241214000000&sid=TBS,https://cdn.minds-r.org/images/origin/15prxojs4g.jpg,TBSラジオ若手タを聴いて一組に投票してください↓https://www.tbsradio.jp/warai954/ハッシュタグ：#ラフターナイト▼後半30分が「金魚番長のデメキング」X（旧Twitter）：@SatLaugh954メール：aruki@tbs.co.jp　
20241213,"12月14日 土曜 1:00
            -3:00 TBSラジオ",JUNK バナナマンのバナナムーンGOLD,不明,https://radiko.jp/share/?t=20241214010000&sid=TBS,https://cdn.minds-r.org/images/origin/cmpuwricya.jpg,"X（旧Twitter）：@junk_tbsrメール:banana@tbs.co.jp内容: お笑いコンビ・バナナマン（設楽統、日村勇紀）がリスナーと共に楽しむ深夜ラジオ。日常トーク、リスナー投稿コーナー、音楽や時事ネタを絡めた笑いが絶えない番組。深夜のくだらなさと自由さが魅力。
出演者: バナナマン（設楽統、日村勇紀）お笑いならこれ、下ネタ多め、最高級におもしろい
ジャンル: トーク / バラエティ / お笑い
人気層: 10～40代のバナナマンファン、深夜ラジオ好き、リスナー参加型の企画が好きな人。
おすすめのシーン: 通勤・通学中、リラックスしたい深夜、作業中の息抜きに。"
20241213,"12月14日 土曜 3:00
            -3:30 TBSラジオ",きしたかののブタピエロ,きしたかの,https://radiko.jp/share/?t=20241214030000&sid=TBS,https://cdn.minds-r.org/images/origin/tywem909sg.jpg,"マセキ芸能社所属「きしたかの」の冠番組。 ブタ（岸）とピエロ（高野）が、金曜深夜にお送りするサーカスナイト。 合言葉は「さっさと聴け、このクソ野郎！」ハッシュタグ：#ブタピエロX（旧Twitter）：@N93_butaメール：buta@tbs.co.jp内容: お笑いコンビ・きしたかの（岸大将、髙野正成）が繰り広げる自由なトーク番組。日常の出来事やリスナーからの投稿、ネタの裏側など、コンビの仲の良さが感じられる内容が魅力。二人の軽妙な掛け合いと素朴な笑いが癖になる番組。
出演者: きしたかの（岸大将、髙野正成）
ジャンル: トーク / お笑い / バラエティ
人気層: 20～30代のお笑い好き、きしたかのファン、若手芸人のラジオが好きなリスナー。
おすすめのシーン: リラックスしたいとき、作業中のBGM、通勤・通学中の暇つぶしに。"
20241213,"12月14日 土曜 3:30
            -5:00 TBSラジオ",CITY CHILL CLUB,不明,https://radiko.jp/share/?t=20241214033000&sid=TBS,https://cdn.minds-r.org/images/repix/ku7t4ztnaq.jpg,"目を閉じて…リラックスして…1秒、また１秒、ゆっくりと流れる時間を体感してみませんか？注目のアーティストや話題のクリエーターがミュージック・セレクターとなり、あなたの心に寄り添う選曲でお送りする音楽番組。◆mekakushe作詞、作曲、歌唱、ピアノ演奏を自ら手がける新時代の女性ソロシンガーソングライター“mekakushe（メカクシー ）”。 
3歳からクラシックピアノをはじめ、次第にポップスに傾倒。 
自主制作楽曲が花王ロリエCMに起用、Spotify公式プレイリスト〈キラキラポップジャパン〉のトップアーティストを飾り累計300万回再生を達成するなどこれからの活躍が期待される新進気鋭のアーティスト。 
音源ではエレクトロニカを基盤に、ライブではクラシカルなソロやバンドセットなど、その音楽性は拡張し続けている。X（旧Twitter）：@CITY_CHILL_CLUBinstagram：city.chill.clubメール：chill@tbs.co.jp"
20241213,"12月13日 金曜 5:00
            -7:00 文化放送",おはよう寺ちゃん 5時～7時,不明,https://radiko.jp/share/?t=20241213050000&sid=QRR,https://cdn.minds-r.org/images/repix/7l2mlrsyqc.jpg,番組メールアドレス：tera@joqr.netX（旧Twitter）ページは「https://twitter.com/terastaff」文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 7:00
            -9:00 文化放送",おはよう寺ちゃん 7時～9時,不明,https://radiko.jp/share/?t=20241213070000&sid=QRR,https://cdn.minds-r.org/images/repix/7l2mlrsyqc.jpg,番組メールアドレス：tera@joqr.netX（旧Twitter）ページは「https://twitter.com/terastaff」文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 9:00
            -11:00 文化放送",くにまる食堂フライデー ～どうした！？一蔵！～9時～11時,不明,https://radiko.jp/share/?t=20241213090000&sid=QRR,https://cdn.minds-r.org/images/repix/mbq26d55lp.jpg,金曜日は若大将 春風亭一蔵＆大女将 水谷加奈による笑いっぱなしの生放送！【12時台のお客様】俳優で歌手の石丸幹二さんがご来店！主演ミュージカル『ラブ・ネバー・ダイ』について伺います。さらに東スポ・種井記者も登場。年末恒例『東スポ的 重大ニュース』をお届けします！◆◆ゲスト情報◆◆12時台：石丸幹二番組メールアドレス：kunimaru@joqr.netX（旧Twitter）ハッシュタグは「#くにまる」X（旧Twitter）ページは「https://twitter.com/kunimaru_joqr」リスナーが今気になる政治・経済・エンタメ情報をお届けし、リスナーの意見を紹介する機会を充実させ、”知りたい””言いたい”気持ちに応える場所になります。毎日通ってしまう食堂のように、聞くことが日常の一部になるラジオ番組です。月～木曜日は「くにまる食堂」を放送中！▼詳細はこちらから▼（「くにまる食堂」　https://www.joqr.co.jp/qr/program/kunimaru/）文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 11:00
            -13:00 文化放送",くにまる食堂フライデー ～どうした！？一蔵！～11時～13時,不明,https://radiko.jp/share/?t=20241213110000&sid=QRR,https://cdn.minds-r.org/images/repix/mbq26d55lp.jpg,金曜日は若大将 春風亭一蔵＆大女将 水谷加奈による笑いっぱなしの生放送！【12時台のお客様】俳優で歌手の石丸幹二さんがご来店！主演ミュージカル『ラブ・ネバー・ダイ』について伺います。さらに東スポ・種井記者も登場。年末恒例『東スポ的 重大ニュース』をお届けします！◆◆ゲスト情報◆◆12時台：石丸幹二番組メールアドレス：kunimaru@joqr.netX（旧Twitter）ハッシュタグは「#くにまる」X（旧Twitter）ページは「https://twitter.com/kunimaru_joqr」リスナーが今気になる政治・経済・エンタメ情報をお届けし、リスナーの意見を紹介する機会を充実させ、”知りたい””言いたい”気持ちに応える場所になります。毎日通ってしまう食堂のように、聞くことが日常の一部になるラジオ番組です。月～木曜日は「くにまる食堂」を放送中！▼詳細はこちらから▼（「くにまる食堂」　https://www.joqr.co.jp/qr/program/kunimaru/）文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 13:00
            -15:30 文化放送",大竹まこと ゴールデンラジオ！,"壇蜜



大竹まこと



太田英明",https://radiko.jp/share/?t=20241213130000&sid=QRR,https://cdn.minds-r.org/images/repix/vp38cx1j3y.jpg,【パートナー】壇蜜【13時台レギュラー】青木理【メインディッシュ】政治アナリスト　伊藤惇夫【交遊録】金子勝(経済学者・慶應義塾大学名誉教授・淑徳大学客員教授)番組メールアドレス：golden@joqr.netX（旧Twitter）ページは「https://twitter.com/1134golden」facebookページは「https://www.facebook.com/1134golden/」“面白い”けれど”真剣に”、”くだらない”けれど”正直に”。価値観の急激な変化が迫られている今。様々な歪みが生じ、いろいろな事件、難解な問題が日々起こっています。高齢者対策、団塊の世代の今後、少年犯罪、少子化、・・・、細部では、コミュニケーションから生じる様々な事件、コンプライアンスやモラルの問題、日本のあり方まで。本当に大事なことは、”今”、”時代”に注目してゆき、個人がいろいろな問題に疑問を持ち、考え、行動する事です。「大竹まことゴールデンラジオ！」は、”大竹まこと同世代”を中心に、全世代の男女に向けてお送りします。厳しい時代に、”頑張って生きている人たち”を応援し、番組を通じて楽しいこと、素敵に生きることを提案、日々変化するニュースを扱いながら、エンタテインメントの心を忘れずに、”筋”の通った本気の発言をしてゆきます。〒105-8002文化放送 「ゴールデンラジオ」行きメールは golden@joqr.net文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 15:30
            -17:00 文化放送",長野智子アップデート,不明,https://radiko.jp/share/?t=20241213153000&sid=QRR,https://cdn.minds-r.org/images/repix/qnylr704hz.jpg,【ニュースアップデート】青木理【明日をアップデート】（ファーマフーズ） 番組「X」　アカウントは「@update_joqr」https://twitter.com/update_joqrハッシュタグ　#長野智子アップデート番組メールアドレス：up@joqr.netX（旧Twitter）ハッシュタグは「#長野智子アップデート」X（旧Twitter）ページは「https://twitter.com/update_joqr」ニュースキャスター長野智子が文化放送に帰ってきます。女子大生ブームの火付け役となった伝説の番組「ミスDJ リクエストパレード」で放送の世界に飛び込み、フジテレビのアナウンサーとしてお茶の間の人気者になり、さらにキャスター、ジャーナリストと飛躍した長野が、再び古巣の文化放送に舞い降ります。番組では今日起きたニュースを丁寧に振り返るとともに、最新情報もいち早くアップデート。時に優しく、時に強く、 長野智子が心を込めて文化放送の夕方に新しい風を吹かせます。文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 17:00
            -17:20 文化放送",ニュースパレード,"山本香



鈴木純子",https://radiko.jp/share/?t=20241213170000&sid=QRR,https://cdn.minds-r.org/images/repix/n2hnrle95k.png,X（旧Twitter）ページは「https://twitter.com/news_parade916」その日に起こった最新の話題を中心に、幅広い分野にわたってニュースを紹介します。昭和34年の放送開始以来、全国のラジオ局の強力なバックアップで、特派記者のレポート、取材現場からの中継など、今日最も重要なニュースを的確に把握し最新情報を伝え続けています。毎週月曜日は、共同通信社・元編集局長の後藤謙次さんによるコーナー「後藤謙次 Point of View」を放送。Podcastも配信中。https://podcastqr.joqr.co.jp/programs/newsparade文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 17:20
            -17:30 文化放送",桂宮治のザブトン５,不明,https://radiko.jp/share/?t=20241213172000&sid=QRR,https://cdn.minds-r.org/images/repix/sa4752kw5u.jpg,番組メールアドレス：miyaji@joqr.net元化粧品メーカーのトップセー公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 17:30
            -17:45 文化放送",わくわくお届け便,"ピンクの電話



島田秀平



ねづっち



真木ひろか



竹内都子",https://radiko.jp/share/?t=20241213173000&sid=QRR,https://cdn.minds-r.org/images/repix/c11f401b-7081-4997-be64-62740b1250af.jpeg,てワクワクするような旬の商品情報を、毎週お届けしていきます。文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 17:45
            -18:45 文化放送",おつかれさま,不明,https://radiko.jp/share/?t=20241213174500&sid=QRR,https://cdn.minds-r.org/images/repix/hjgcok07xq.jpg,番組メールアドレス：kubokai@joqr.net「ライオンズエクスプレス」午後5時53分頃～「箱根駅伝への道」午後6時05分頃～帰宅時間、仕事終わりのフリータイム、残業突入、、、1日の後半戦が始まるスイッチタイムにお送りするトーク＆ミュージックプログラム。「あなたの1日」をリクエスト楽曲とともにご紹介します。　「箱根駅伝への道」「ライオンズエクスプレス」など スポーツコーナーも充実！　文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 18:45
            -19:00 文化放送",みんなの音楽室,坂口愛美,https://radiko.jp/share/?t=20241213184500&sid=QRR,https://cdn.minds-r.org/images/repix/8nskbdfmqt.jpg,番組メールアドレス：mo@joqr.net音楽を楽しみ、仲間との絆を深める場としての学校の「音楽室」をコンセプトにした番組です。リスナーからは大好きな音楽を「みんなのリクエスト」として募集します。応援歌やあの頃の自分に届けたい歌、未来の自分に聴かせたい歌、友達に贈りたい歌など、ジャンルを問わずご紹介！放課後に友達とおしゃべりするような雰囲気でリクエスト曲とエピソードを紹介し、音楽の輪を広げます。さらに、番組では、民音「学校コンサート」と連動した企画を定期的に実施！被災地や過疎地で開催された「学校コンサート」の模様を、生徒や地域の若者たちの声とともにお届けします。文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 20:00
            -20:30 文化放送",アーサー・ビナード　ラジオ ぽこりぽこり,"水谷加奈



アーサー・ビナード",https://radiko.jp/share/?t=20241213200000&sid=QRR,https://cdn.minds-r.org/images/repix/qkymnayxmk.jpg,番組メールアドレス：poko@joqr.netX（旧Twitter）ページは「https://x.com/radipokojoqr?s=20」ラジオパーソナリティ、ラジオアンカーマンとして民間放送連盟賞やギャラクシー賞をはじめ、数々の最高賞を受賞してきたアーサー・ビナードが出演する唯一のラジオ番組です。アーサーの敏感なアンテナがキャッチした世の中の「森羅万象」さまざまな「こと」、「もの」、「ひと」を独特の視点でフォーカスします。毎回毎回の放送で新しい発見をリスナーにお届けします。文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 20:30
            -21:00 文化放送",せんねん灸プレゼンツ　しあわせ演歌・石原詢子です,不明,https://radiko.jp/share/?t=20241213203000&sid=QRR,https://cdn.minds-r.org/images/repix/c11f401b-7081-4997-be64-62740b1250af.jpeg,番組メールアドレス：oq@obc1314.co.jp文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 21:00
            -22:30 文化放送",レコメン？,不明,https://radiko.jp/share/?t=20241213210000&sid=QRR,https://cdn.minds-r.org/images/repix/adtxb91s4o.png,"番組メールアドレス：reco@joqr.netX（旧Twitter）ハッシュタグは「#レコメン」文化放送深夜のワイド番組「レコメン！」のスピンオフ新番組「レコメン？」。パーソナリティも放送内容も毎回未知数の90分生放送。アーティスト・お笑い芸人・文化人などジャンルにとらわれず様々な方を毎週お迎えします。その90分をどう使い切るかは、パーソナリティ次第！自由でなんでもあり、決まりはナシ！華金の夜なら何でもあり！？自由で楽しい放送をお届けします！文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」内容: 10代～20代を中心に人気の情報＆トークバラエティ番組。曜日ごとに異なるパーソナリティが担当し、リスナーからの投稿、恋愛相談、流行トピック、音楽紹介など幅広いテーマを取り上げる。日替わりコーナーやゲスト出演も見どころ。
出演者:
　- 月～木曜: オテンキのり（メインパーソナリティ）
　- 曜日別パーソナリティ: ジャニーズメンバーや人気アイドル（例: King & Princeやなにわ男子）、芸人、タレントなど。
ジャンル: トーク / バラエティ / トレンド情報 / 音楽
人気層: 10～20代の学生層、ジャニーズファン、トレンドや恋愛相談が好きな若者層。
おすすめのシーン:
　- 通学・通勤中: 最新トレンドや学校で話題になるネタが満載。
　- リラックスしたい夜: パーソナリティの明るいトークで1日の疲れを癒せる。
　- 勉強や作業の合間: リスナー参加型コーナーや音楽紹介がちょうど良い息抜きに。"
20241213,"12月13日 金曜 22:30
            -23:00 文化放送",スギ薬局presents 小野賢章のビビビ！,不明,https://radiko.jp/share/?t=20241213223000&sid=QRR,https://cdn.minds-r.org/images/repix/158yhs7op8.png,番組メールアドレス：sugi@joqr.netX（旧Twitter）ハッシュタグは「#ビビビ」X（旧Twitter）ページは「https://twitter.com/bibibi_agqr」2022年7月にミニ番組としてスタートした当番組が30分番組に拡大！私たちの生きるうえで必要な「美と健康」、ひいては「生活の豊かさ」をテーマに、声優・小野賢章がリスナーのあなたの生活に“ビビビ！”っと刺激を与えていくことを目指すラジオプログラムです。2024年4月からはYouTubeの文化放送A&Gチャンネルでのアーカイブ配信もスタート！こちらもぜひチェックしてね！https://www.youtube.com/channel/UCzRjtONwhrPCNNMp8hubjHg文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241213,"12月13日 金曜 23:00
            -23:30 文化放送",下野紘・巽悠衣子の小説家になろうラジオ,不明,https://radiko.jp/share/?t=20241213230000&sid=QRR,https://cdn.minds-r.org/images/repix/gl0lxu8g8b.jpg,"番組メールアドレス：novel@joqr.netX（旧Twitter）ページは「https://twitter.com/narouqr」割と小説を読む２人がお届けする、国内最大級の小説投稿サイト「小説家になろう」の魅力をたっぷりお伝えしていく番組。小説にまつわるコーナーもお楽しみに！文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」この番組は、人気声優の下野紘さんと巽悠衣子さんがパーソナリティを務め、リスナーからの投稿を元に様々なテーマでお話を展開します。番組のメインは「小説家になろう」の作品に関連した話題で、リスナーと一緒に創作の楽しさを共有することを目的としています。エンターテインメントとして、リスナーとのやり取りを通じてクリエイティブなインスピレーションを提供しています。

出演者:

下野紘 (声優)
巽悠衣子 (声優)
ジャンル:

ラジオドラマ
創作・文学
エンターテインメント
人気の層:
主にアニメや声優ファン、創作活動をしている人々、特に「小説家になろう」やライトノベルを好む若年層のリスナーに人気です。また、声優やアニメに興味がある中高生や大学生にも広く支持されています。

おすすめのシーン:

リラックスする時: クリエイティブなアイデアを刺激したい時やリラックスして創作に没頭したい時にぴったりです。
作業するとき: 創作活動をしている時、特に文章を書いたり、絵を描いたりしている時のインスピレーション源としても最適です。
通学・通勤時: 電車やバスなどの移動中に聴くのもおすすめ。声優のトークやリスナー投稿が気軽に楽しめます。
この番組はリラックスしながら創造的なエネルギーを得られるので、日常生活の中で気軽に聴ける内容です。"
20241213,"12月13日 金曜 23:30
            -0:00 文化放送",東京リベンジャーズ 相棒零泥威悪,"新祐樹



狩野翔",https://radiko.jp/share/?t=20241213233000&sid=QRR,https://cdn.minds-r.org/images/repix/ebkmw0vrea.jpg,番組メールフォーム：https://form.run/@joqr-tokyo-revengers-radioX（旧Twitter）ハッシュタグは「#文化放送 #東リベラジオ #toman_anime」X（旧Twitter）ページは「https://twitter.com/cho_ag」地上波：金 23:30～24:00超！A&G＋放送日時：日 26:00～26:302017年から5年半にわたり「週刊少年マガジン」で連載され累計発行部数7000万部を突破した原作・和久井健による人気漫画『東京卍リベンジャーズ』が原作の、TVアニメ『東京リベンジャーズ』の魅力、情報を発信していくラジオ番組！パーソナリティは花垣武道役を演じる新祐樹と松野千冬役を演じる狩野翔の相棒コンビが担当します！番組では、リスナーの皆さんからのお便りを募集中です！番組に対するご意見・ご感想、出演者へのメッセージ、はたまた新コーナーのご提案など、幅広く募集しておりますので、ふるってご投稿ください。【お便りの宛先】■電子メールの場合：　tokyo-revengers@joqr.net■おハガキの場合：　〒１０５－８００２　文化放送「東京リベンジャーズ 相棒零泥威悪」各コーナー宛【お便り募集コーナー】現在募集している各コーナー詳細については、以下リンクページをご確認ください①　https://www.joqr.co.jp/ag/article/86149/②　https://www.joqr.co.jp/ag/article/86151/文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
