date,title,time,name,link,image,content
20241205,遺産相続の専門家集団・NCP　presents　稲村亜美と司法書士,"12月5日 木曜 21:30
            -22:00 TBSラジオ","稲村亜美



井上真之",https://radiko.jp/share/?t=20241205213000&sid=TBS,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,稲村亜美が、相続・遺言をメインとする専門家集団『NCPグループ』代表で司法書士の井上真之さんをアドバイザ―に迎え、”遺産相続に関する素朴な疑問やお悩み”を解決していく30分間です。メール：souzoku@tbs.co.jp
20241205,アフター６ジャンクション２,"12月5日 木曜 22:00
            -23:55 TBSラジオ","熊崎風斗



宇多丸",https://radiko.jp/share/?t=20241205220000&sid=TBS,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,不明
20241205,ふわっち presents らじおっつ,"12月5日 木曜 23:55
            -0:00 TBSラジオ",ティモンディ、ランジャタイ、お見送り芸人しんいち、東京ホテイソン、カカロニ、ゾフィー、あぁ～しらき,https://radiko.jp/share/?t=20241205235500&sid=TBS,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,ライブ配信さながらに、若手芸人が自由な雰囲気で話すトーク番組。番組内で2分の“枠”が与えられた芸人が、リスナーに向けてどんな話をするのか?新たな一面を出せる場に?1週間交代で若手芸人がパーソナリティを担当。ライブ配信サービス「ふわっち」と連動したコーナーも企画しています、お楽しみに!
20241205,ハライチのターン！,"12月6日 金曜 0:00
            -1:00 TBSラジオ",ハライチ,https://radiko.jp/share/?t=20241206000000&sid=TBS,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,ギスギスしたりコロコロしたり、トークのみの60分！「ハライチ」は、澤部佑、岩井勇気の漫才コンビです。X（旧Twitter）：@tbsr_htメール：ht@tbs.co.jp、製作者の一番のおすすめ。初めて芸人さんのラジオ聴くなら絶対コレ。下ネタも少なめ。ほんとにおもしろい。
20241205,JUNK おぎやはぎのメガネびいき,"12月6日 金曜 1:00
            -3:00 TBSラジオ",おぎやはぎ,https://radiko.jp/share/?t=20241206010000&sid=TBS,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,X（旧Twitter）：@junk_tbsrメール：megane@tbs.co.jp
20241205,CITY CHILL CLUB,"12月6日 金曜 3:00
            -5:00 TBSラジオ",不明,https://radiko.jp/share/?t=20241206030000&sid=TBS,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,目を閉じて…リラックスして…1秒、また１秒、ゆっくりと流れる時間を体感してみませんか？注目のアーティストや話題のクリエーターがミュージック・セレクターとなり、あなたの心に寄り添う選曲でお送りする音楽番組。@CITY_CHILL_CLUBinstagram：city.chill.clubメール：chill@tbs.co.jp
20241205,おはよう寺ちゃん 5時～7時,"12月5日 木曜 5:00
            -7:00 文化放送",寺島尚正,https://radiko.jp/share/?t=20241205050000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,番組メールアドレス：tera@joqr.netX（旧Twitter）ページは「https://twitter.com/terastaff」文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,おはよう寺ちゃん 7時～9時,"12月5日 木曜 7:00
            -9:00 文化放送",寺島尚正,https://radiko.jp/share/?t=20241205070000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,番組メールアドレス：tera@joqr.netX（旧Twitter）ページは「https://twitter.com/terastaff」文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,くにまる食堂（9：00～11：00）,"12月5日 木曜 9:00
            -11:00 文化放送","野村邦丸



内藤剛志",https://radiko.jp/share/?t=20241205090000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,番組メールアドレス：kunimaru@joqr.netX（旧Twitter）ハッシュタグは「#くにまる」X（旧Twitter）ページは「https://twitter.com/kunimaru_joqr」リスナーが今気になる政治・経済・エンタメ情報をお届けし、リスナーの意見を紹介する機会を充実させ、”知りたい””言いたい”気持ちに応える場所になります。毎日通ってしまう食堂のように、聞くことが日常の一部になるラジオ番組です。※水曜日9:00～11:00のパートナーは週替わりです。金曜日は「くにまる食堂フライデー ～どうした！？一蔵！～」を放送中！▼詳細はこちらから▼（「くにまる食堂フライデー ～どうした！？一蔵！～」　https://www.joqr.co.jp/qr/program/kunimaru_friday/）文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,くにまる食堂（11：00～13：00）,"12月5日 木曜 11:00
            -13:00 文化放送",野村邦丸,https://radiko.jp/share/?t=20241205110000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,番組メールアドレス：kunimaru@joqr.netX（旧Twitter）ハッシュタグは「#くにまる」X（旧Twitter）ページは「https://twitter.com/kunimaru_joqr」リスナーが今気になる政治・経済・エンタメ情報をお届けし、リスナーの意見を紹介する機会を充実させ、”知りたい””言いたい”気持ちに応える場所になります。毎日通ってしまう食堂のように、聞くことが日常の一部になるラジオ番組です。※水曜日9:00～11:00のパートナーは週替わりです。金曜日は「くにまる食堂フライデー ～どうした！？一蔵！～」を放送中！▼詳細はこちらから▼（「くにまる食堂フライデー ～どうした！？一蔵！～」　https://www.joqr.co.jp/qr/program/kunimaru_friday/）文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,大竹まこと ゴールデンラジオ！,"12月5日 木曜 13:00
            -15:30 文化放送","砂山圭大郎



大竹まこと



大久保佳代子",https://radiko.jp/share/?t=20241205130000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,【パートナー】大久保佳代子【13時台レギュラー】タブレット純【メインディッシュ】令和ロマン【交遊録】週替わり番組メールアドレス：golden@joqr.netX（旧Twitter）ページは「https://twitter.com/1134golden」facebookページは「https://www.facebook.com/1134golden/」“面白い”けれど”真剣に”、”くだらない”けれど”正直に”。価値観の急激な変化が迫られている今。様々な歪みが生じ、いろいろな事件、難解な問題が日々起こっています。高齢者対策、団塊の世代の今後、少年犯罪、少子化、・・・、細部では、コミュニケーションから生じる様々な事件、コンプライアンスやモラルの問題、日本のあり方まで。本当に大事なことは、”今”、”時代”に注目してゆき、個人がいろいろな問題に疑問を持ち、考え、行動する事です。「大竹まことゴールデンラジオ！」は、”大竹まこと同世代”を中心に、全世代の男女に向けてお送りします。厳しい時代に、”頑張って生きている人たち”を応援し、番組を通じて楽しいこと、素敵に生きることを提案、日々変化するニュースを扱いながら、エンタテインメントの心を忘れずに、”筋”の通った本気の発言をしてゆきます。〒105-8002文化放送 「ゴールデンラジオ」行きメールは golden@joqr.net文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,長野智子アップデート,"12月5日 木曜 15:30
            -17:00 文化放送","鈴木敏夫



長野智子",https://radiko.jp/share/?t=20241205153000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,【ニュースアップデート】泉谷由梨子【明日をアップデート】 番組「X」　アカウントは「@update_joqr」https://twitter.com/update_joqrハッシュタグ　#長野智子アップデート番組メールアドレス：up@joqr.netX（旧Twitter）ハッシュタグは「#長野智子アップデート」X（旧Twitter）ページは「https://twitter.com/update_joqr」ニュースキャスター長野智子が文化放送に帰ってきます。女子大生ブームの火付け役となった伝説の番組「ミスDJ リクエストパレード」で放送の世界に飛び込み、フジテレビのアナウンサーとしてお茶の間の人気者になり、さらにキャスター、ジャーナリストと飛躍した長野が、再び古巣の文化放送に舞い降ります。番組では今日起きたニュースを丁寧に振り返るとともに、最新情報もいち早くアップデート。時に優しく、時に強く、 長野智子が心を込めて文化放送の夕方に新しい風を吹かせます。文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,ニュースパレード,"12月5日 木曜 17:00
            -17:20 文化放送","山本香



鈴木純子",https://radiko.jp/share/?t=20241205170000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,X（旧Twitter）ページは「https://twitter.com/news_parade916」その日に起こった最新の話題を中心に、幅広い分野にわたってニュースを紹介します。昭和34年の放送開始以来、全国のラジオ局の強力なバックアップで、特派記者のレポート、取材現場からの中継など、今日最も重要なニュースを的確に把握し最新情報を伝え続けています。毎週月曜日は、共同通信社・元編集局長の後藤謙次さんによるコーナー「後藤謙次 Point of View」を放送。Podcastも配信中。https://podcastqr.joqr.co.jp/programs/newsparade文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,桂宮治のザブトン５,"12月5日 木曜 17:20
            -17:30 文化放送",桂宮治,https://radiko.jp/share/?t=20241205172000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,番組メールアドレス：miyaji@joqr.net元化粧品メーカーのトップセールスマンであった桂宮治が、 プライベートの話・リスナーから届いた人生相談・落語など、曜日別にコーナーを設けて平日の夕方にリスナーへ笑顔を届けます。メール：miyaji@joqr.net「らくごのブンカ」では、毎週放送後にスタッフチョイスのディレクターズカット版をお聴きいただけます。https://rakugo.ch/文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,わくわくお届け便,"12月5日 木曜 17:30
            -17:45 文化放送","ピンクの電話



島田秀平



ねづっち



真木ひろか



竹内都子",https://radiko.jp/share/?t=20241205173000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,時にはゲストを迎えたり、電話をつないだりしながら、 聴いてワクワクするような旬の商品情報を、毎週お届けしていきます。文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,おつかれさま,"12月5日 木曜 17:45
            -18:45 文化放送",久保朱莉、甲斐彩加,https://radiko.jp/share/?t=20241205174500&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,番組メールアドレス：kubokai@joqr.net「ライオンズエクスプレス」午後5時53分頃～「箱根駅伝への道」午後6時05分頃～帰宅時間、仕事終わりのフリータイム、残業突入、、、1日の後半戦が始まるスイッチタイムにお送りするトーク＆ミュージックプログラム。「あなたの1日」をリクエスト楽曲とともにご紹介します。　「箱根駅伝への道」「ライオンズエクスプレス」など スポーツコーナーも充実！　文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,みんなの音楽室,"12月5日 木曜 18:45
            -19:00 文化放送",坂口愛美,https://radiko.jp/share/?t=20241205184500&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,番組メールアドレス：mo@joqr.net音楽を楽しみ、仲間との絆を深める場としての学校の「音楽室」をコンセプトにした番組です。リスナーからは大好きな音楽を「みんなのリクエスト」として募集します。応援歌やあの頃の自分に届けたい歌、未来の自分に聴かせたい歌、友達に贈りたい歌など、ジャンルを問わずご紹介！放課後に友達とおしゃべりするような雰囲気でリクエスト曲とエピソードを紹介し、音楽の輪を広げます。さらに、番組では、民音「学校コンサート」と連動した企画を定期的に実施！被災地や過疎地で開催された「学校コンサート」の模様を、生徒や地域の若者たちの声とともにお届けします。文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,稜海しました！超特急QR,"12月5日 木曜 19:00
            -19:30 文化放送",超特急,https://radiko.jp/share/?t=20241205190000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,番組メールアドレス：ryokai@joqr.netX（旧Twitter）ハッシュタグは「#稜海QR」X（旧Twitter）ページは「https://x.com/ryokai_joqr」トークライブ「稜海しました！」も大好評！超特急のメンバー、カイ&リョウガが、「稜海しました！」の飾らなく自由な雰囲気を、そのままラジオでお届け！素の2人が、どんなにくだらないことにも全力で挑みます！文化放送の総合配信プラットフォーム「QloveR」で番組放送後にアーカイブと映像付きアフタートークを配信中！「QloveR」番組ページ　https://qlover.jp/ryokai文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,本当の本当に女研ラジオ,"12月5日 木曜 19:30
            -20:00 文化放送",内田真礼,https://radiko.jp/share/?t=20241205193000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,X（旧Twitter）ページは「https://x.com/OnakenCampus075」文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,レコメン！Ｇ　MSSPは一見さんお断り？！,"12月5日 木曜 20:00
            -20:30 文化放送",不明,https://radiko.jp/share/?t=20241205200000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,番組メールアドレス：mssp@joqr.netX（旧Twitter）ハッシュタグは「#文化放送 ＃JOQR」X（旧Twitter）ページは「https://x.com/mssp_ichigen」ニコニコ動画やYouTubeを主戦場に活躍の場を拡げてきた彼らの魅力に迫る30分。MSSP（M.S.S Project）のメンバーが週替わりで登場し、動画や楽曲の制作裏話、プライベートのエピソードなど、ここだけのスペシャルトークを展開します。文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,レコメン！Ｇ　ドズル社放送局,"12月5日 木曜 20:30
            -21:00 文化放送",不明,https://radiko.jp/share/?t=20241205203000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,番組メールアドレス：dozle@joqr.netX（旧Twitter）ハッシュタグは「#ドズラジ #文化放送 ＃JOQR」X（旧Twitter）ページは「https://x.com/dozle_qr」YouTubeチャンネル登録者数180万人を超え、多くのファンに支持されている「ドズル社」は、医大生からYouTubeクリエイターになった異色の経歴を持つ「ドズル」をリーダーに、ぼんじゅうる、おんりー、おらふくん、おおはらMENの5名で活動し、「マインクラフト」を中心としたゲーム実況動画を毎日公開しているグループです。「ドズル社」を知らない人たちにも入門編として楽しんで聞いていただける内容となっており、「人生というゲームをもっと楽しく」という理念のもと、ゲーム実況者の枠を超えて、ついにラジオの世界に挑戦します。文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」
20241205,不二家 presents　Snow Manの素のまんま,"12月5日 木曜 21:00
            -21:30 文化放送",Snow Man,https://radiko.jp/share/?t=20241205210000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,"宮舘涼太,目黒蓮番組メールアドレス：snowman@joqr.netX（旧Twitter）ハッシュタグは「素のまんま」X（旧Twitter）ページは「https://twitter.com/snowman_ssw」Snow Manのメンバーが週替わりでパーソナリティーを務める冠ラジオ番組。グループの活動秘話やプライベートの裏話など、ここでしか聞けないSnow Manの「素の」トークをどうぞお楽しみに！【コーナー紹介】メールの件名にコーナー名をお書き添えの上、お送りください。ラジオネームの記載もお忘れなく！■ふつおたメンバーに聞きたい質問、みなさんの周りで起きたこと、お悩み相談など何でもOKです！■素の「どれから、なにすルック？」Snow Manが出演するLOOKの新CM「どれから食べルック？」にちなみ、「朝起きたらまず何をする？」「焼肉は何から焼く？」など、何かをする時の順番に関する、ささやかなこだわりを募集します！■素の告白、私、実は…誰にも話したことのない秘密や、過去の失敗談など、「私、実は…」みたいなテンションでお書き下さい！■素の会議討論してほしいテーマを募集！そのテーマについて、メンバーで話していくコーナーです！お便りの宛先はこちらsnowman@joqr.net文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」。男性アイドルファンにはおすすめの番組"
20241205,サントリー生ビールpresents菅井友香の#今日も推しとがんばりき,"12月5日 木曜 21:30
            -22:00 文化放送",菅井友香,https://radiko.jp/share/?t=20241205213000&sid=QRR,https://bangumi.org/assets/title_logo2-a8f7139a74103c437b1aaf825ca44f8ac5e7aa4982968edf8022d00763fc13ee.png,番組メールアドレス：sugai@joqr.netX（旧Twitter）ハッシュタグは「#今日も推しとがんばりき」X（旧Twitter）ページは「https://twitter.com/sugai_joqr」この番組は推しを活力に今日も頑張るあなたへ送る30分。推しのいる毎日を明るく全肯定しながら1日の終わりに幸せを届ける番組です！【コーナー紹介】「ゆっかーがリスナーを応援！今週の『がんばりき！』」リスナーの皆さんから私に応援してほしいことを募集。寄せられたメールのなかから一番応援したくなったことに対して、「がんばりき！」と応援メッセージを贈ります。※メールでのご応募は、sugai@joqr.netまで※X（旧Twitter）でも投稿募集しております。X（旧Twitter）で投稿してくれた人には、番組X（旧Twitter）で菅井さんからの動画メッセージを公開！「#ゆっかーに語りたい推し」リスナーのあなたから、自分の「推し」について募集していきます。あなたの「推し」の魅力を教えてください！＊人に限らず物でもなんでもOK＊時には推し活に励んでいるゲストを迎えて「推し」について語ってもらったりします「サントリー生ビールと推し活に合うおつまみ！」サントリー生ビール、略して「サン生」と『合う』おつまみを募集して、菅井さんがどれくらい合うか判定していきます。＊コーナーの様子を写真に撮って番組X（旧Twitter）で投稿していく予定文化放送公式X（旧Twitter）アカウントは「@joqrpr」文化放送公式X（旧Twitter）ハッシュタグは「#文化放送」文化放送公式facebookページは「https://www.facebook.com/1134joqr」文化放送公式LINEは「@joqr_916」。元櫻坂46のキャプテンである。女性アイドルファンにはおすすめの番組。まじめで天然な性格。
